=== QUADAPT 3-PILLAR BACKTEST (validated params) ===
settings: mean_reversion, min_quality_score=50, protective_sl_atr=1.0, profit_target_mult=0.7, hold_bars=60, require_stretch=True
20:26:33 | INFO     | RiskEngine           | Lot for NAS100: balance=$1000.00, risk=1.0%, SL=10.3pips, pip_val=$50.00, lot=0.02
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1564.24, risk=1.0%, SL=133.7pips, pip_val=$1.00, lot=0.12
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1580.29, risk=1.0%, SL=157.9pips, pip_val=$1.00, lot=0.10
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1596.08, risk=1.0%, SL=173.6pips, pip_val=$1.00, lot=0.09
20:26:42 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1607.01, risk=1.0%, SL=209.8pips, pip_val=$1.00, lot=0.08
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1618.76, risk=1.0%, SL=189.6pips, pip_val=$1.00, lot=0.09
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1635.83, risk=1.0%, SL=169.9pips, pip_val=$1.00, lot=0.10
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1652.82, risk=1.0%, SL=151.0pips, pip_val=$1.00, lot=0.11
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1669.44, risk=1.0%, SL=138.3pips, pip_val=$1.00, lot=0.12
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1686.03, risk=1.0%, SL=181.1pips, pip_val=$1.00, lot=0.09
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1702.34, risk=1.0%, SL=212.9pips, pip_val=$1.00, lot=0.08
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1714.26, risk=1.0%, SL=152.2pips, pip_val=$1.00, lot=0.11
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1731.00, risk=1.0%, SL=139.6pips, pip_val=$1.00, lot=0.12
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1742.73, risk=1.0%, SL=138.2pips, pip_val=$1.00, lot=0.13
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1760.69, risk=1.0%, SL=182.4pips, pip_val=$1.00, lot=0.10
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1778.93, risk=1.0%, SL=142.6pips, pip_val=$1.00, lot=0.12
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1796.05, risk=1.0%, SL=142.4pips, pip_val=$1.00, lot=0.13
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1809.00, risk=1.0%, SL=157.6pips, pip_val=$1.00, lot=0.11
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1821.14, risk=1.0%, SL=156.1pips, pip_val=$1.00, lot=0.12
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1839.87, risk=1.0%, SL=168.5pips, pip_val=$1.00, lot=0.11
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1852.85, risk=1.0%, SL=323.0pips, pip_val=$1.00, lot=0.06
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1872.23, risk=1.0%, SL=314.1pips, pip_val=$1.00, lot=0.06
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1885.42, risk=1.0%, SL=263.7pips, pip_val=$1.00, lot=0.07
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1898.34, risk=1.0%, SL=260.4pips, pip_val=$1.00, lot=0.07
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1911.10, risk=1.0%, SL=237.7pips, pip_val=$1.00, lot=0.08
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1930.12, risk=1.0%, SL=248.0pips, pip_val=$1.00, lot=0.08
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1944.01, risk=1.0%, SL=233.3pips, pip_val=$1.00, lot=0.08
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1957.07, risk=1.0%, SL=248.4pips, pip_val=$1.00, lot=0.08
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1970.98, risk=1.0%, SL=188.7pips, pip_val=$1.00, lot=0.10
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$1989.86, risk=1.0%, SL=197.9pips, pip_val=$1.00, lot=0.10
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2003.71, risk=1.0%, SL=267.7pips, pip_val=$1.00, lot=0.07
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2022.45, risk=1.0%, SL=266.6pips, pip_val=$1.00, lot=0.08
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2043.78, risk=1.0%, SL=245.0pips, pip_val=$1.00, lot=0.08
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2057.50, risk=1.0%, SL=201.3pips, pip_val=$1.00, lot=0.10
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2077.62, risk=1.0%, SL=186.3pips, pip_val=$1.00, lot=0.11
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2098.11, risk=1.0%, SL=183.9pips, pip_val=$1.00, lot=0.11
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2112.27, risk=1.0%, SL=203.0pips, pip_val=$1.00, lot=0.10
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2126.48, risk=1.0%, SL=121.2pips, pip_val=$1.00, lot=0.18
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2141.76, risk=1.0%, SL=87.2pips, pip_val=$1.00, lot=0.25
20:26:43 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2157.03, risk=1.0%, SL=83.6pips, pip_val=$1.00, lot=0.26
20:26:44 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2178.75, risk=1.0%, SL=79.5pips, pip_val=$1.00, lot=0.27
20:26:44 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2193.77, risk=1.0%, SL=97.8pips, pip_val=$1.00, lot=0.22
20:26:44 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2208.83, risk=1.0%, SL=114.5pips, pip_val=$1.00, lot=0.19
20:26:44 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2224.06, risk=1.0%, SL=104.2pips, pip_val=$1.00, lot=0.21
20:26:44 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2245.93, risk=1.0%, SL=128.2pips, pip_val=$1.00, lot=0.18
20:26:44 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2262.09, risk=1.0%, SL=146.4pips, pip_val=$1.00, lot=0.15
20:26:44 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2277.46, risk=1.0%, SL=245.7pips, pip_val=$1.00, lot=0.09
20:26:44 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2299.58, risk=1.0%, SL=240.7pips, pip_val=$1.00, lot=0.10
20:26:44 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2316.43, risk=1.0%, SL=203.4pips, pip_val=$1.00, lot=0.11
20:26:44 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2332.09, risk=1.0%, SL=185.5pips, pip_val=$1.00, lot=0.13
20:26:44 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2356.21, risk=1.0%, SL=187.6pips, pip_val=$1.00, lot=0.13
20:26:44 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2373.28, risk=1.0%, SL=146.6pips, pip_val=$1.00, lot=0.16
20:26:44 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2389.71, risk=1.0%, SL=136.1pips, pip_val=$1.00, lot=0.18
20:26:44 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2406.85, risk=1.0%, SL=94.1pips, pip_val=$1.00, lot=0.26
20:26:44 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2431.32, risk=1.0%, SL=107.9pips, pip_val=$1.00, lot=0.23
20:26:44 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2448.69, risk=1.0%, SL=93.7pips, pip_val=$1.00, lot=0.26
20:26:44 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2473.05, risk=1.0%, SL=157.8pips, pip_val=$1.00, lot=0.16
20:26:44 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2498.30, risk=1.0%, SL=154.4pips, pip_val=$1.00, lot=0.16
20:26:44 | INFO     | RiskEngine           | Lot for XAUUSD: balance=$2515.59, risk=1.0%, SL=139.0pips, pip_val=$1.00, lot=0.18
XAUUSD   ret=+153.31% trades= 282 win= 42.2% maxDD=  5.5% final=$2533.11 killed=False
saved -> backtests/quadapt_validated_results.json
